b'RT @PrinksVerma: Dear God \xf0\x9f\x99\x8f\n\nPlease Mera Desh Bcha Le \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x99\x8f\n\nKisi Ka Koi Apna Na Khoye \xf0\x9f\xa5\xba\n\nPlz Give Us Our Happy India Back \nPlz Give Us Our C\xe2\x80\xa6',b'Ranirasa4'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'Voice4Lazy'
"b'RT @johnnjenga: The three different versions of BBI will not help Kenya to fight against covid19. The 12,000 guns per year by the Ruiru gun\xe2\x80\xa6'",b'Paulloh11'
b'RT @telugufilmnagar: #TeluguFilmNagar urges everyone to register for vaccination against #Covid19 today after 4pm.\n\n#IndiaFightsCorona #Vac\xe2\x80\xa6',b'imsanjunaveen'
"b'RT @SusanSchutte2: Ashley Nichole McHugh, 36, administrative assistant, beloved daughter, girlfriend, sister, Pasadena, MD, died of #COVID1\xe2\x80\xa6'",b'Laurenm57'
"b""RT @WaytowichNeil: I mean, we all knew that Doug Ford would be awful as Premier. I honestly didn't think it would be this bad. Not humanita\xe2\x80\xa6""",b'fayzer09'
"b""RT @LeslieH24367191: Laura Kuenssberg shamed for 'completely untrue' coverage - Sir James Dyson hits back https://t.co/jkXwDJStr0""",b'PlasFron'
"b'RT @MiaFarrow: In India\xe2\x80\x99s capital, 37 vaccinated doctors came down with Covid-19 adding to \xe2\x80\x9cgrowing fears that the virus behind India\xe2\x80\x99s cat\xe2\x80\xa6'",b'gailborges'
"b'RT @LawrenceSellin: Based on its composite structure, RaTG13, the alleged closest bat coronavirus relative to #COVID19 is either a complete\xe2\x80\xa6'",b'IaDDvdp43UYBpuS'
b'RT @SoorajM13727926: The latest What the Fatah!!\n\nCOVID positive RSS Swayamsevak gave up his bed and life so that another person can live\n#\xe2\x80\xa6',b'Bivash_OfficiaL'
b'Vaccines bring us closer to ending the #COVID19 pandemic. MOMENTUM helps countries strengthen immunization systems\xe2\x80\xa6 https://t.co/eVyRBKw8Kp',b'USAID_MOMENTUM'
b'#TamilNadu #COVID19 Update | 28.04.2021\nState Dashboard \n\n@MoHFW_INDIA @RAKRI1 @DoHFWTN @TNDPHPM @pibchennai\xe2\x80\xa6 https://t.co/BzSKaDNouI',b'NHM_TN'
b'RT @mshafie_ms: Read this story. A collapsed healthcare system in india due to covid19.. condolences',b'soosiminamanda'
b'RT @PFIkarnataka: Popular Front Gokak Taluk members performing final rites of covid victims belonging to different religions.\n#PFICovidServ\xe2\x80\xa6',b'riyajmb1984'
b'RT @vijayanpinarayi: Kerala will purchase 1 crore doses of #COVID19 vaccines from the open market. 70L doses of Covishield and 30L doses of\xe2\x80\xa6',b'ShashiSingh91'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'Pranav12567961'
"b""RT @IndiaGender: Unable to find an Ambulance, Son &amp; Son-in-law take woman's dead body on bike for cremation.#India\n\nShe's a 50-year-old wom\xe2\x80\xa6""",b'DXTMRA'
b'RT @Motivation724: Stores Standing Up Against This Lie! Covid19 Has A 99.7% Recovery Rate!\nWhy A Promoted Vaccine! Depopulation? DNA Manipu\xe2\x80\xa6',b'AmericanDreamO9'
b'RT @PresRajapaksa: Welcomed General Wei Fenghe\nState Councilor &amp; Minister of National #Defense of #China who is on an official visit to #Sr\xe2\x80\xa6',b'amitabhprevi'
"b'Out of 160,000 #COVID19 cases among veterans, the mortality rate was more than 4%. Researchers are pointing to\xe2\x80\xa6 https://t.co/PHmvhTFvyN'",b'ByondPesticides'
"b'RT @gradydoctor: To my friends and colleagues with loved ones and roots in and near India, I see you and am holding onto a piece of your fe\xe2\x80\xa6'",b'TamarGurMDPhD'
b'Bothers me a LOT that people who communicate ab. #COVID19 talk mostly ab. death &amp; survival.\n\nImpacts from infection\xe2\x80\xa6 https://t.co/jOr7aeDcqu',b'Mary_Nelson8'
"b""RT @grantstern: A devastating firsthand account of India's rapidly escalating #COVID19 epidemic which invokes the horrible fears of the unk\xe2\x80\xa6""",b'BellaDonaModels'
"b'many missed these lessons we pay the politicians and they work for us, the freebies are with your money taxpayer pi\xe2\x80\xa6 https://t.co/rqEilYac6g'",b'HeardUnity'
b'RT @RavinderKapur2: It is time for  #NarendraModi  and #CEC  to resign &amp; be booked for culpable homicide of 1000s of Indians due to oxygen\xe2\x80\xa6',b'NehaSharma961'
"b'Biden\xe2\x80\x99s address tonight may not meet the definition reserved for a #SOTU, but it highlights the need to update Cong\xe2\x80\xa6 https://t.co/p9E2FXP907'",b'AHADaveReg7'
b'RT @CMOKerala: The Cabinet has approved the purchase of 1 crore doses of #COVID19 vaccines from the open market. 70L doses of Covishield an\xe2\x80\xa6',b'_deepakkrish_'
b'Do you want to run a Shopify Facebook and IG Ads campaign?\n\xe2\x9c\x85Visit my gig and place an order-\xe2\x80\xa6 https://t.co/UYiQOBkZSL',b'Dmyamarketing'
b'RT @AdvocateDipika: @RBI hv u strategised to #Save Coop #Banks Fm disaster-#COVID19 #moratorium as dey r severely impacted #CovidCrisis\xe2\x9d\x93#Co\xe2\x80\xa6',b'NandwaniSantosh'
"b""RT @timesproindia: Are you above 18? It's time to get your shot! \nCOVID -19 vaccines are now available for all above the age of 18 years. R\xe2\x80\xa6""",b'ab_aleem'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'ravirao83'
b'Zelensky calls on church leaders to tell faithful about COVID-19 vaccination https://t.co/gpplffF7RQ',b'Ukrinform_News'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'nirbhaykjha'
"b'RT @JamieAlonzo: Finally! President Duterte has ordered the PCOO to ""include global COVID19 statistics to show PH is doing better than othe\xe2\x80\xa6'",b'LeJINd123'
"b'RT @rishibagree: PM-CARES under PM Modi \n\n- 2,000 cr for Ventilators\n- 100 cr for Vaccine Development\n- 1,000 cr for Migrant Workers\n- 2 Co\xe2\x80\xa6'",b'manishmaurya61'
"b'RT @DrEricDing: Heart-wrenching\xe2\x80\x94A mother in her 50s dies of #COVID19 after she had low oxygen. But there\xe2\x80\x99s no ambulance, so her dead body i\xe2\x80\xa6'",b'afifnazmiazmi'
b'#WashingtonState will provide assistance grants for #COVID19-related #PaidLeave. Learn more about what this means f\xe2\x80\xa6 https://t.co/08bu9tOilQ',b'BrianPLundgren'
"b'- #COVID19, \n- #GenderGaps \n- #fakenews, \n- #digital, \n- #cooperation,\n- ... . \nDo you have a solution to a global\xe2\x80\xa6 https://t.co/kFXqPOAvTa'",b'FranceONUGeneve'
"b""RT @RaheelaAmjad4: For #Rawalpindhi #Islamabad people .Those who couldn't afford can contact Adnan Riaz a friend with @IamZaynMughal  Refre\xe2\x80\xa6""",b'RaheelaAmjad4'
"b'RT @DrEricDing: Heart-wrenching\xe2\x80\x94A mother in her 50s dies of #COVID19 after she had low oxygen. But there\xe2\x80\x99s no ambulance, so her dead body i\xe2\x80\xa6'",b'taranico2'
b'RT @DrEricDing: CRACKDOWN\xe2\x80\x94Chief minister Yogi Adityanath sent a harsh message to his UP\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 state hospitals: keep your mouth shut about oxyge\xe2\x80\xa6',b'Anish5031'
b'Emergency order from the Ford government gives Ontario hospitals the power to transfer patients to long-term care h\xe2\x80\xa6 https://t.co/0Ep5c5Vsc3',b'Barrie360'
b'Helloji I took your number from the Covid19 register ... i wanted to say nice temperature https://t.co/kihrYbIRzF',b'HLilloo'
"b'RT @kayodeteslim: Bathing with alcohol, chlorine, or strong disinfectants will not prevent #COVID19. It is very dangerous to expose your sk\xe2\x80\xa6'",b'oapaynigeria'
"b""RT @PRSforMusic: We've signed the @ISM_music letter to @BorisJohnson urging him to deliver on his promise to fix the brexit crisis for Crea\xe2\x80\xa6""",b'j3nnag'
b'RT @Joe_Ottawa: @coteau @JayDes888 #PaidSickDays are necessary.  But we must act immediately and shift our vaccination strategy to vaccinat\xe2\x80\xa6',b'Jeannie13Jean'
b'RT @vijayanpinarayi: Kerala will purchase 1 crore doses of #COVID19 vaccines from the open market. 70L doses of Covishield and 30L doses of\xe2\x80\xa6',b'deep_ami'
b'RT @DrEricDing: CRACKDOWN\xe2\x80\x94Chief minister Yogi Adityanath sent a harsh message to his UP\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 state hospitals: keep your mouth shut about oxyge\xe2\x80\xa6',b'iravaadi'
b'RT @Jitumoni28: If you need any help regarding covid19 treatment please DM me..\nI will try to help you as much as possible\nHumanity 1st\n#As\xe2\x80\xa6',b'NotLikeBefore1'
b'RT @DrMJKamran1: Today total 15 online free consultation done #COVID19 #CovidSOS #COVIDEmergency2021 @ShoebAasim  @sioindia @mnzSIO',b'ShoebAasim'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'LiiTLLe'
"b'RT @VaxHuntersCan: [ON] Brampton 40+  Walk-in Only 10am \nShoppers Drug Mart\n3938 Cottrelle Blvd, Brampton\nTomorrow April 28th 10am to 7pm\nR\xe2\x80\xa6'",b'AdoptionMamma'
b'RT @BloodDonorsIn: #Dwarka\nNeed #Blood Type :  O-positive\nAt : Venkateshwara\nBlood Component : Plasma of #COVID19 recovered patient\nNumber\xe2\x80\xa6',b'RobinRaxler'
b'RT @ymm_magazine: Together we can grab COVID by the horns and stop the spread in Wood Buffalo! #COVID19 #StopTheSpread #GrabCOVIDbyTheHorns\xe2\x80\xa6',b'FMPSD'
"b'RT @BoyerMichel: A friend shared with me, so I share with you, fellow journos. Covering the pandemic takes a real, deep, toll. I haven\xe2\x80\x99t be\xe2\x80\xa6'",b'CJartisan'
b'We are just sacrificial lambs in the deadly experimental petridish of religion and politics. #COVID19\n#CovidIndia\xe2\x80\xa6 https://t.co/Jzluf7PnAq',b'NandwaniDeepali'
b'ANOTHER ONE! YAYYY \xf0\x9f\xa5\xba\xe2\x99\xa5\xef\xb8\x8f\n\n#VaccineRegistration #covid19 #VaccinesForPakistan #COVID19Vaccination\xe2\x80\xa6 https://t.co/LJ3JnpjmT1',b'whereisdonut'
b'RT @DirectRelief: Direct Relief has committed an initial $5 million in emergency funding in response to urgent requests to provide oxygen c\xe2\x80\xa6',b'katafornia_'
"b'RT @Hanson4Action: Think \xe2\x80\x9crace to the bottom.\xe2\x80\x9d Saskatoon has now passed Regina in daily cases of covid, including variants. 482 deaths to d\xe2\x80\xa6'",b'AvonleaComm'
b'RT @jasingmca: @profplal\n@MoHFW_INDIA\n@drharshvardhan\n@nbeIndia\n\nIndia breaks records with #COVID19 cases reaching 3.5 lakh mark\n\nLockdowns\xe2\x80\xa6',b's_p_gouda'
"b'RT @ItsRubiology: 50+ Beds Available At Ashapuri Hospital, Western Express Highway\nDahisar, Mumbai\nSandesh \n7738477604\n\nVerified at 1:20 28\xe2\x80\xa6'",b'JasminAlyGoni'
b'RT @BBCRajiniV: India has lost 45 journalists to #COVID19 in two weeks. Important blog from @soutikBBC https://t.co/auM4O8sbzE',b'stephen_menon'
b'RT @PavanJourno: Hospital insisted on payment in CASH ONLY.\nStrictly no to #digitalpayments.\nBy the time this woman returned with cash from\xe2\x80\xa6',b'chandus27'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'nikil2804'
"b'RT @bpdeepu_TNIE: A police officer openly violating the\xc2\xa0#Covidprotocol by not wearing #mask properly, few minutes\xc2\xa0later the same officer pe\xe2\x80\xa6'",b'xterminux'
b'RT @ReddyMoksh: Good News friends...\xf0\x9f\x98\x81\xe2\x9c\x8c\xef\xb8\x8f\nStay tuned..!!\n@tarak9999 #KomaramBheemNTR #NTR #Covid19IndiaHelp #COVID19',b'MechNtrJagan'
"b""RT @NTRFanTrends: Here's The Dashboard Of Beds, Hospital &amp; Ventilator List (#Covid19)\n\n#Telangana \xf0\x9f\x91\x89 https://t.co/OR5vsfHgqa\n\n#AndhraPradesh\xe2\x80\xa6""",b'NTRfansTPT'
"b'RT @DrEricDing: Heart-wrenching\xe2\x80\x94A mother in her 50s dies of #COVID19 after she had low oxygen. But there\xe2\x80\x99s no ambulance, so her dead body i\xe2\x80\xa6'",b'ZorinaBee'
"b""RT @IndiaGender: Unable to find an Ambulance, Son &amp; Son-in-law take woman's dead body on bike for cremation.#India\n\nShe's a 50-year-old wom\xe2\x80\xa6""",b'Vinuv143'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'AscendingSoul_'
b'RT @HywelPlaidCymru: Today I challenged the Prime Minister on why #Covid19 tests destined for #Wales were diverted to England. These tests\xe2\x80\xa6',b'daviddoodlebug'
b'High time @UN intervenes!\n\nIndia must stop targeting #Kashmir.\n\n#COVID19 \n#Kashmirilivesmatter \n\n@WHO @leerhiannon\xe2\x80\xa6 https://t.co/swhUbAXuc7',b'jinnipoot'
"b""RT @latestly: #AlluArjun Tests #COVID19 Positive, Fans Trend '#GetWellSoonAnna' \n\n@alluarjun #GetWellSoonAlluArjun  \n@AlluKarnatakaFC #Push\xe2\x80\xa6""",b'Sharukh_Aadhf'
b'Once any immediate crisis is over senior staff should ensure that time is made to reflect on and learn from what ha\xe2\x80\xa6 https://t.co/iXlMT2m9vJ',b'GeriSoc'
b'RT @otvnews: #COVID19: East Coast Railway closes down its pantry services on board Purushottam Express scheduled to leave Puri today &amp; on A\xe2\x80\xa6',b'nitinsmailid'
"b'RT @ItsRubiology: 45 oxygen beds are available at Hotel Taj Vivanta, sector 21, Dwarka, Delhi.\nThey have their medical team.\nPh : 817889480\xe2\x80\xa6'",b'riyahemwani1'
b'RT @NavJammu: Farmers are only asking the govt to not make things worse for them!\n\nIndians are already suffering cuz of govt incompetence w\xe2\x80\xa6',b'Prabhjit222'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'jagatinfinity'
b'RT @MeghUpdates: #Covaxin \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 Vaccine Able to Neutralize the Double Mutant variant of #COVID19 (B.1.617) : Chief Medical Advisor to US Presi\xe2\x80\xa6',b'BhosalePrasad12'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'anubhav_bosss'
"b'According to Daily Mail, 2021 T20 World Cup could be move from India due to the COVID19 situation.\n@aaliaaaliya\xe2\x80\xa6 https://t.co/XC1XlYqxmP'",b'malick_athar'
"b'RT @MiaFarrow: In India\xe2\x80\x99s capital, 37 vaccinated doctors came down with Covid-19 adding to \xe2\x80\x9cgrowing fears that the virus behind India\xe2\x80\x99s cat\xe2\x80\xa6'",b'Michell37826993'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'Akshayshankey'
"b'RT @stevesilberman: Hell on Earth: As thousands die each day of #COVID19 in India, chief minister threatens hospitals that acknowledge oxyg\xe2\x80\xa6'",b'OManojKumar'
b'RT @GhodaGaadi: Close friend needs 6 #Remdesivir vials in Bangalore\n\nName : ML Nikhil \nSRF ID :295251092957\nAGE: 30\nOn oxygen support \nBU 6\xe2\x80\xa6',b'Siddu48735341'
"b'RT @ABFedLabour: Today is #NationalDayofMourning, the day we remember and honour those who lost their lives or were injured due to workplac\xe2\x80\xa6'",b'UnionNASA'
"b'RT @rishibagree: PM-CARES under PM Modi \n\n- 2,000 cr for Ventilators\n- 100 cr for Vaccine Development\n- 1,000 cr for Migrant Workers\n- 2 Co\xe2\x80\xa6'",b'Ashutos28671712'
b'RT @vijayanpinarayi: Kerala will purchase 1 crore doses of #COVID19 vaccines from the open market. 70L doses of Covishield and 30L doses of\xe2\x80\xa6',b'saddama76684222'
"b'RT @UISGvoice: Athens, Greece \xf0\x9f\x87\xac\xf0\x9f\x87\xb7\n\nThroughout the pandemic, Holy Spirit Missionary Sisters have continued their journey of care alongside re\xe2\x80\xa6'",b'amoroma'
b'RT @InsanNeeru2: @insanshobha Thanks a lot of you for Sharing this important information about this Great Event #DSSFoundationDay 29 April.\xe2\x80\xa6',b'InsanShubh'
"b'RT @AsimKhanTweets: A transporter Pyare Khan from Nagpur, has spent Rs 85 lakh to make sure 400 metric tonnes of #Oxygen reaches government\xe2\x80\xa6'",b'AshokBussa1'
"b""RT @shah_farhad: BREAKING: #Bangladesh Govt has approved #Russia's #Covid19 #vaccine #SputnikV for emergency usage today. - @dailystarnews.""",b'sohelmokarram'
b'RT @PFIkarnataka: Popular Front Udupi district members performing final rites of Covid victim at sasthana.\n#PFICovidService #COVID19 #Covid\xe2\x80\xa6',b'BathishaKumbra'
"b'RT @DrJPriceTrustee: Children may be at risk from long Covid symptoms, study finds \n\nSurprised? \n\nIs risk of long #COVID19 downplayed in BC\xe2\x80\xa6'",b'The_Gary_B'
b'RT @NewtonClarkeUK: I\xe2\x80\x99m pretty sure something suspicious is going on with this poll. It suddenly flipped a few hours ago. Masses of Governm\xe2\x80\xa6',b'TrdisOprtr'
"b'RT @friendsofrss: RSS Swayamsevaks, with assistance of a local Educational Institute, arranged Free Ambulance Service for #COVID19 Patients\xe2\x80\xa6'",b'69696969US'
b'ASSAM QUAKE: No confirmed reports of deaths. @sdma_assam says reports of 2 deaths due to quake unsubstantiated. One\xe2\x80\xa6 https://t.co/6Vlzhr2I8m',b'utpal_parashar'
b'RT @epaphotos: Turkish President Recep Tayyip #Erdogan announced a total lockdown between 30 April to 17 May due to increased Covid-19 case\xe2\x80\xa6',b'rakuseian'
b'RT @gaurgopald: Academic education is a very important and critical component of our life. At the same time there is more to life than just\xe2\x80\xa6',b'PunitUpadhyay07'
b'RT @iScrew: Do read this New York Times report\n\nIndia Blames a Virus Variant as Its Covid-19 Crisis Deepens https://t.co/2HBaBRzo9C',b'deepakj08281844'
b'RT @DeshGujarat: Vaccination will begin after vaccines are procured by Govt from SII and BB. Vaccine doses will be available for free at al\xe2\x80\xa6',b'Gajendra_D_P'
b'#NagpurSOS : Vacant position of beds in hospitals at #Nagpur on Wednesday evening; Private Hospitals \xe2\x80\x95 O2 beds - 71\xe2\x80\xa6 https://t.co/TrF2RlZQ0g',b'dheeraj_fartode'
"b""RT @7NewsSydney: The number of Australians registered for help in India now stands at more than 9,000, as the country's deadly second wave\xe2\x80\xa6""",b'ljfaustin'
b'RT @BBCRajiniV: India has lost 45 journalists to #COVID19 in two weeks. Important blog from @soutikBBC https://t.co/auM4O8sbzE',b'TVNaga01'
b'RT @deAdderCanada: Cartoon for @TheHillTimes #vaccines #COVID19 #variants https://t.co/JAVHsbZTvU',b'Ow_My_Back_'
b'RT @DrEricDing: Nepal cases are surging now too\xe2\x80\x94alongside its neighbor India. Some say the #COVID19 undercount in Nepal\xf0\x9f\x87\xb3\xf0\x9f\x87\xb5could be even wors\xe2\x80\xa6',b'GiraffeJournal'
"b'RT @stevesilberman: Hell on Earth: As thousands die each day of #COVID19 in India, chief minister threatens hospitals that acknowledge oxyg\xe2\x80\xa6'",b'Muhamma24642154'
b'RT @FlyingHawk95: Plasma Donors made available by #SevaBharti \n\nAll over #India\nThey will register details &amp; find matching donors &amp; will re\xe2\x80\xa6',b'Nia95102303'
b'RT @idlebrainjeevi: Rama Naidu Studios (Vizag) are providing isolation rooms to all the doctors who are working on COVID duties. \n\n#COVID19\xe2\x80\xa6',b'CSK123456'
b'RT @jeanniejuno: Share on Twitter https://t.co/L9bgGKL4Bs',b'FranWright2'
b'RT @en_germany: +++ Merkel: Vaccinations for all from June at the latest\n\n\xe2\x9d\x97 Latest #News from #Germany\n\xf0\x9f\x91\x89 https://t.co/JXc3BNHKps\n\n#NewsDE #\xe2\x80\xa6',b'VincentROOS7'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'Abhina_Prakash'
"b""RT @Mssas_2000: I want to see an equitable #COVID19 response, reopening, and recovery plan that prioritizes DC families' mental health. Joi\xe2\x80\xa6""",b'dcpave'
"b'RT @LiveLawIndia: ""Court can prevent the potential risk to the life and liberty of thousands of #Covid19 patients and their families who ar\xe2\x80\xa6'",b'researchAditya'
b'RT @PoulomiMSaha: Big breaking! \n\nTMC candidate Kajal Sinha died of #COVID19 on Sunday.\n\nHis wife has now lodged a complaint at Khardaha po\xe2\x80\xa6',b'FarukS27453275'
b'RT @ANI: The latest research shows that wearing a double mask- a surgical mask and a cloth mask together prevents COVID19 infection by 85%\xe2\x80\xa6',b'RaviSin39820586'
b'RT @DrEricDing: Variant? \xe2\x80\x9cThe current \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 wave of #COVID19 has a different clinical behavior. It\xe2\x80\x99s affecting young adults. It\xe2\x80\x99s affecting fa\xe2\x80\xa6',b'PepBelle'
b'Why not a single politicians not opposing IPLs in India ?\n@INCIndia \n@BJP4India \n@samajwadiparty \nAnd many more sma\xe2\x80\xa6 https://t.co/eKFYgS504d',b'Tmanoj67Tiwari'
"b'RT @AmitAryaMD: NEW RULE: If you\xe2\x80\x99re \xe2\x80\x98essential\xe2\x80\x99 enough to work through a pandemic, you\xe2\x80\x99re essential enough to be given #PaidSickDays.\n\n#COV\xe2\x80\xa6'",b'xcvii___'
"b'RT @WSWS_Updates: \xe2\x80\x9cWe\xe2\x80\x99re getting notices, sometimes seven times a week, about new COVID cases. But they aren\xe2\x80\x99t saying where and what worker\xe2\x80\xa6'",b'GladstoneMarian'
"b'#COVID19 cases continue to rise, but Montgomery Co in Texas wants to close its vaccination hub instead of doubling\xe2\x80\xa6 https://t.co/H3BqgpdP0N'",b'tmwinsett'
"b'RT @ItsRubiology: Verified Oxygen bed lead in Baddi, 50 kms from Chandigarh. 10 beds available. Verified at 7:45 PM. They dont have Ambulan\xe2\x80\xa6'",b'Anika_Fahmida18'
"b""RT @WaytowichNeil: I mean, we all knew that Doug Ford would be awful as Premier. I honestly didn't think it would be this bad. Not humanita\xe2\x80\xa6""",b'Lauraw45L'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'Shivam44575933'
"b'RT @ChennaiIPL: Stay home \xf0\x9f\x8f\xa1\nStay safe \xf0\x9f\xa7\xbc\nStay #Yellove \xf0\x9f\x92\x9b\n\nGet all the Chennai based adequate info about CoVID 19, at this one stop site: \n\nh\xe2\x80\xa6'",b'GRaja27104687'
b'RT @vijayanpinarayi: Kerala will purchase 1 crore doses of #COVID19 vaccines from the open market. 70L doses of Covishield and 30L doses of\xe2\x80\xa6',b'hani_lenin'
"b'RT @earthshakerph: ARE WE REALLY ""FARING BETTER"" THAN INDIA? \n\nPutting population into context, India has slightly more confirmed #COVID19\xe2\x80\xa6'",b'nirazgo'
